annee,profession_sante,region,departement,hono_sans_depassement_moyens
2013,Médecins généralistes (hors médecins à expertise particulière - MEP),53,22,154958
2018,Stomatologues,84,999,202198
2017,Hépato-gastro-entérologues,53,29,239455
2013,Infirmiers,44,52,95484
2017,Masseurs-kinésithérapeutes,27,999,82023
2010,Ophtalmologues,94,999,237472
2014,Pédicures-podologues,76,46,2135
2022,Autres médecins,76,81,199252
2013,Orthophonistes,24,41,54764
2017,Hépato-gastro-entérologues,84,74,184318
2020,Orthophonistes,1,999,57812
2022,Infirmiers,27,999,91188
2018,Ensemble des auxiliaires médicaux,76,999,76429
2018,Médecins vasculaires,11,92,0
2022,Médecins vasculaires,11,999,200698
2021,Médecins nucléaires,27,58,0
2011,Médecins généralistes (hors médecins à expertise particulière - MEP),93,999,122996
2013,Psychiatres,44,999,115333
2011,Chirurgiens,93,999,185764
2010,Anesthésistes-réanimateurs,75,17,277882
2013,Autres médecins,84,73,115430
2011,Hépato-gastro-entérologues,76,11,231070
2013,Autres médecins,44,57,174611
2012,Ophtalmologues,52,85,375507
2018,Anesthésistes-réanimateurs,1,999,310230
2012,Ensemble des médecins généralistes,76,31,126699
2015,Ensemble des médecins généralistes,44,68,158278
2017,Ophtalmologues,75,16,379482
2017,Pneumologues,84,01,132802
2018,Ensemble des médecins spécialistes (hors généralistes),52,999,318377
2011,Ensemble des médecins spécialistes (hors généralistes),84,73,220438
2021,Radiothérapeutes,93,04,0
2021,Pédicures-podologues,3,999,2574
2015,Ensemble des chirurgiens-dentistes,84,26,141204
2013,Ensemble des chirurgiens-dentistes,75,33,102127
2018,Médecins vasculaires,24,28,0
2020,Orthophonistes,24,37,41455
2010,Médecins généralistes à expertise particulière (MEP),84,07,118905
2021,Cardiologues,11,93,346155
2011,Neurologues,44,51,259951
2010,Chirurgiens,32,999,255891
2018,Médecins généralistes à expertise particulière (MEP),75,64,120645
2012,Masseurs-kinésithérapeutes,44,10,87700
2013,Ensemble des auxiliaires médicaux,1,999,103350
2014,Gynécologues médicaux et obstétriciens,11,94,144439
2012,Ophtalmologues,32,999,288469
2021,Autres médecins,53,35,358884
2012,Autres médecins,11,77,90040
2010,Ensemble des médecins,44,54,183755
2017,Médecins généralistes à expertise particulière (MEP),99,999,153876
2012,Ensemble des médecins,1,971,209673
2021,Anesthésistes-réanimateurs,27,71,301941
2017,Ensemble des médecins spécialistes (hors généralistes),27,25,277358
2020,Allergologues,6,999,0
2014,Ensemble des auxiliaires médicaux,53,22,70978
2019,Hépato-gastro-entérologues,2,972,332181
2019,Hépato-gastro-entérologues,75,19,288532
2010,Ensemble des médecins généralistes,84,73,111350
2022,Médecins nucléaires,28,999,1747784
2012,Orthophonistes,53,35,46259
2015,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),93,999,112259
2021,Ensemble des médecins généralistes,76,32,199112
2010,Psychiatres,53,56,121043
2013,Médecins généralistes à expertise particulière (MEP),76,31,106876
2010,Ensemble des médecins,32,999,197564
2019,Pneumologues,84,42,194797
2011,Dermatologues,84,999,114272
2019,Masseurs-kinésithérapeutes,84,42,82799
2020,Radiologues,28,999,522589
2010,Ensemble des auxiliaires médicaux,75,47,75569
2012,Ensemble des médecins généralistes,32,999,164250
2011,Chirurgiens,32,59,283924
2013,Neurologues,28,61,0
2012,Médecins généralistes à expertise particulière (MEP),76,12,114130
2017,Endocrinologues,84,999,88187
2018,Médecins pathologistes,24,41,0
2012,Ophtalmologues,76,46,265493
2011,Médecins généralistes (hors médecins à expertise particulière - MEP),94,999,142720
2020,Médecins généralistes (hors médecins à expertise particulière - MEP),75,47,198836
2018,Ensemble des chirurgiens-dentistes,24,28,180719
2014,Chirurgiens,44,68,242217
2021,Dermatologues,28,76,142607
2017,Pneumologues,44,55,0
2013,Masseurs-kinésithérapeutes,94,2A,103495
2014,Psychiatres,84,63,160717
2013,Orthophonistes,75,999,51383
2010,Dermatologues,84,07,122329
2015,Ophtalmologues,94,2A,326379
2010,Autres médecins,76,999,141336
2016,Médecins généralistes (hors médecins à expertise particulière - MEP),44,51,161895
2010,Psychiatres,44,68,99616
2014,Pédiatres,44,88,119265
2021,Pédiatres,53,999,135778
2017,Anesthésistes-réanimateurs,32,80,362090
2011,Ensemble des médecins spécialistes (hors généralistes),84,63,241011
2013,Médecins généralistes à expertise particulière (MEP),32,02,160805
2012,Radiothérapeutes,76,12,0
2017,Masseurs-kinésithérapeutes,84,38,73966
2010,Autres médecins,76,30,161705
2010,Médecins généralistes (hors médecins à expertise particulière - MEP),75,86,130254
2017,Infirmiers,28,76,94408
2016,Endocrinologues,53,56,59073
2010,Néphrologues,84,63,0
2021,Ensemble des médecins spécialistes (hors généralistes),52,44,324858
2014,Autres médecins,44,08,0
2015,Pneumologues,11,78,160048
2011,Dermatologues,93,04,137644
2022,Médecins pathologistes,76,48,0
2015,Orthoptistes,53,22,59688
2017,Ensemble des médecins,4,999,284352
2019,Infirmiers,84,07,72378
2018,Allergologues,28,76,0
2018,Cardiologues,53,999,265325
2017,Sages-femmes,53,29,55586
2015,Pédicures-podologues,52,44,1183
2015,Dermatologues,27,70,263405
2013,Pneumologues,28,999,190129
2014,Sages-femmes,27,90,73096
2012,Orthophonistes,32,999,54797
2016,Stomatologues,3,999,0
2019,Pédicures-podologues,27,21,3285
2020,Orthophonistes,27,70,39007
2021,Néphrologues,44,67,83325
2016,Ophtalmologues,28,50,396542
2013,Gynécologues médicaux et obstétriciens,94,999,157986
2012,Médecins généralistes à expertise particulière (MEP),44,67,148425
2018,Orthophonistes,75,19,53087
2014,Psychiatres,6,999,0
2017,Radiologues,93,84,406494
2022,Pédicures-podologues,52,72,5016
2021,Néphrologues,76,999,290105
2010,Ensemble des médecins spécialistes (hors généralistes),11,78,172760
2022,Autres médecins,84,73,243919
2022,Neurologues,76,09,0
2018,Sages-femmes,94,2B,59920
2021,Pneumologues,24,45,326758
2011,Dermatologues,52,72,137330
2020,Psychiatres,28,999,146182
2010,Hépato-gastro-entérologues,1,999,214924
2013,Médecins généralistes (hors médecins à expertise particulière - MEP),84,01,142085
2013,Masseurs-kinésithérapeutes,75,64,69649
2011,Cardiologues,11,75,163332
2013,Médecins pathologistes,32,62,500226
2018,Pédicures-podologues,76,12,3119
2017,Chirurgiens,11,999,203658
2011,Orthophonistes,44,57,56121
2017,Médecins généralistes (hors médecins à expertise particulière - MEP),3,999,240072
2010,Hépato-gastro-entérologues,6,999,0
2022,Chirurgiens,76,999,324377
2012,Ensemble des chirurgiens-dentistes,76,32,106467
2020,Radiologues,44,57,492615
2012,Ensemble des médecins spécialistes (hors généralistes),76,66,285274
2016,Ensemble des médecins spécialistes (hors généralistes),94,2A,272426
2012,Médecins généralistes à expertise particulière (MEP),84,69,109297
2013,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),75,86,133109
2019,Ensemble des auxiliaires médicaux,84,15,84607
2018,Sages-femmes,75,19,55300
2019,Oto-rhino-laryngologistes,93,06,185040
2018,Oto-rhino-laryngologistes,4,999,396467
2012,Chirurgiens,84,01,273082
2014,Masseurs-kinésithérapeutes,24,18,95277
2019,Masseurs-kinésithérapeutes,2,999,94874
2018,Ensemble des médecins,75,79,230882
2020,Radiologues,93,84,362087
2022,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),84,74,169651
2015,Néphrologues,53,22,0
2021,Masseurs-kinésithérapeutes,44,52,98212
2013,Ensemble des médecins spécialistes (hors généralistes),11,91,229176
2021,Pédicures-podologues,75,33,2999
2018,Oto-rhino-laryngologistes,93,06,171780
2016,Ensemble des chirurgiens-dentistes,44,52,172962
2010,Ophtalmologues,53,35,262067
2012,Orthophonistes,27,70,50910
2010,Pneumologues,93,84,175482
2014,Médecins généralistes (hors médecins à expertise particulière - MEP),84,15,160128
2013,Oto-rhino-laryngologistes,76,11,200230
2014,Médecins généralistes (hors médecins à expertise particulière - MEP),11,91,147493
2018,Dermatologues,75,86,141043
2016,Médecins nucléaires,1,999,0
2020,Rhumatologues,53,999,176717
2015,Ensemble des médecins spécialistes (hors généralistes),76,82,321309
2019,Pédicures-podologues,75,16,3405
2016,Ensemble des médecins spécialistes (hors généralistes),53,35,274214
2014,Radiologues,93,84,420796
2022,Médecins généralistes (hors médecins à expertise particulière - MEP),93,84,174529
2021,Gynécologues médicaux et obstétriciens,27,999,218911
2016,Ensemble des auxiliaires médicaux,53,56,69624
2015,Sages-femmes,32,999,51196
2014,Psychiatres,75,19,111406
2018,Chirurgiens,52,53,296316
2020,Ensemble des médecins spécialistes (hors généralistes),75,16,333507
2013,Pédiatres,11,95,147157
2016,Gynécologues médicaux et obstétriciens,52,999,176460
2013,Radiologues,11,75,430389
2015,Masseurs-kinésithérapeutes,84,43,83140
2016,Sages-femmes,11,75,44602
2018,Anesthésistes-réanimateurs,52,49,313210
2019,Ensemble des auxiliaires médicaux,53,22,68638
2011,Ophtalmologues,44,67,264290
2019,Masseurs-kinésithérapeutes,53,29,71656
2017,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),24,28,235683
2017,Gynécologues médicaux et obstétriciens,11,93,226806
2010,Oto-rhino-laryngologistes,11,91,146506
2021,Médecins généralistes (hors médecins à expertise particulière - MEP),75,23,177158
2013,Neurologues,11,93,209793
2014,Gynécologues médicaux et obstétriciens,76,81,169233
2017,Pneumologues,76,30,274415
2013,Masseurs-kinésithérapeutes,76,30,87092
2020,Stomatologues,24,999,255567
2014,Pneumologues,44,68,248411
2022,Médecins nucléaires,75,40,0
2011,Radiologues,76,30,478807
2017,Gynécologues médicaux et obstétriciens,94,2A,228587
2020,Orthophonistes,94,999,49559
2016,Ensemble des médecins généralistes,11,999,149248
2020,Orthoptistes,11,91,51296
2020,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),76,32,120977
2010,Ophtalmologues,11,75,145405
2015,Ensemble des médecins spécialistes (hors généralistes),84,43,246244
2021,Ophtalmologues,28,76,469517
2012,Ensemble des médecins généralistes,94,999,137856
2019,Pédiatres,84,73,125489
2017,Pédiatres,27,25,142875
2021,Orthoptistes,76,12,57053
2020,Infirmiers,75,23,79874
2019,Pneumologues,6,999,0
2016,Masseurs-kinésithérapeutes,32,80,90435
2014,Neurologues,93,83,259763
2015,Ensemble des médecins généralistes,76,46,146312
2011,Infirmiers,53,22,77561
2022,Ensemble des médecins,11,93,284814
2011,Ensemble des auxiliaires médicaux,24,36,72991
2016,Ensemble des médecins,2,972,216955
2012,Pédicures-podologues,75,16,1030
2011,Neurologues,75,17,142788
2022,Ensemble des chirurgiens-dentistes,24,999,169500
2010,Masseurs-kinésithérapeutes,28,27,82175
2010,Ensemble des médecins généralistes,75,40,134731
2020,Cardiologues,76,999,345466
2013,Cardiologues,32,80,299181
2022,Ensemble des médecins généralistes,93,06,168382
2016,Orthophonistes,32,80,55266
2020,Anesthésistes-réanimateurs,75,87,310638
2014,Pédiatres,76,66,103963
2021,Orthoptistes,53,35,60742
2018,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),93,13,187733
2010,Orthoptistes,44,68,50394
2018,Ensemble des médecins spécialistes (hors généralistes),27,71,311867
2010,Ensemble des médecins généralistes,32,80,154461
2015,Ensemble des médecins spécialistes (hors généralistes),27,90,280669
2014,Ensemble des médecins généralistes,52,44,140977
2010,Infirmiers,76,09,68110
2021,Infirmiers,44,88,107288
2017,Radiologues,84,26,615560
2018,Masseurs-kinésithérapeutes,75,40,75299
2016,Cardiologues,28,27,300109
2018,Médecins généralistes à expertise particulière (MEP),4,974,233865
2013,Médecins généralistes à expertise particulière (MEP),84,26,139915
2020,Ensemble des médecins généralistes,44,88,174191
2018,Ensemble des médecins spécialistes (hors généralistes),27,90,295755
2020,Ensemble des médecins,11,92,205931
2012,Cardiologues,32,02,282481
2020,Dermatologues,75,17,174877
2018,Anesthésistes-réanimateurs,76,999,316683
2014,Médecins nucléaires,75,79,0
2013,Chirurgiens,94,2B,281839
2013,Ensemble des médecins spécialistes (hors généralistes),11,75,137801
2010,Néphrologues,24,18,0
2018,Ensemble des médecins,94,999,229431
2014,Endocrinologues,76,999,89393
2014,Pédicures-podologues,2,999,1174
2021,Masseurs-kinésithérapeutes,75,40,78133
2012,Ensemble des médecins généralistes,84,01,131125
2013,Pédiatres,76,66,121951
2019,Ensemble des chirurgiens-dentistes,6,976,114285
2022,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),84,999,142751
2012,Rhumatologues,75,64,161211
2013,Médecins pathologistes,76,999,388452
2016,Hépato-gastro-entérologues,44,10,242775
2020,Neurologues,93,04,0
2010,Stomatologues,76,66,162382
2019,Médecins généralistes (hors médecins à expertise particulière - MEP),52,85,183745
2022,Ensemble des chirurgiens-dentistes,27,999,181887
2016,Pneumologues,11,93,281458
2014,Médecins généralistes (hors médecins à expertise particulière - MEP),44,08,178206
2011,Infirmiers,52,49,73036
2015,Infirmiers,11,92,88649
2020,Gynécologues médicaux et obstétriciens,75,47,290937
2022,Cardiologues,75,79,327215
2019,Anesthésistes-réanimateurs,32,02,309264
2020,Radiologues,44,08,764043
2021,Pédiatres,93,06,112749
2014,Chirurgiens,24,18,268653
2017,Hépato-gastro-entérologues,32,62,261089
2015,Ensemble des médecins,53,999,194403
2017,Médecins généralistes (hors médecins à expertise particulière - MEP),44,52,180681
2016,Neurologues,4,974,322573
2010,Chirurgiens,44,999,240107
2010,Chirurgiens,99,999,214837
2021,Médecins généralistes (hors médecins à expertise particulière - MEP),53,22,174795
2012,Médecins pathologistes,24,36,0
2016,Chirurgiens,53,29,280710
2011,Masseurs-kinésithérapeutes,84,63,70550
2019,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),6,999,114285
2017,Orthophonistes,28,50,49717
2011,Ophtalmologues,11,92,143317
2021,Pédiatres,32,59,138659
2022,Rhumatologues,75,33,156262
2018,Orthoptistes,11,95,70353
2018,Médecins vasculaires,93,84,0
2010,Médecins généralistes (hors médecins à expertise particulière - MEP),52,49,126929
2016,Médecins généralistes (hors médecins à expertise particulière - MEP),93,04,155829
2020,Orthophonistes,76,09,40065
2020,Sages-femmes,76,65,53112
2014,Dermatologues,28,76,149224
2022,Médecins nucléaires,28,50,0
2016,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),93,06,93508
2014,Médecins pathologistes,84,63,695336
2015,Sages-femmes,44,08,83703
2014,Radiologues,11,92,420917
2021,Gynécologues médicaux et obstétriciens,75,47,310448
2012,Médecins pathologistes,27,21,490190
2022,Ensemble des médecins,6,976,295520
2021,Pneumologues,84,42,171114
2013,Hépato-gastro-entérologues,44,67,188919
2010,Ensemble des auxiliaires médicaux,99,999,71329
2021,Ensemble des médecins spécialistes (hors généralistes),99,999,307133
2015,Pneumologues,44,67,231579
2020,Médecins généralistes à expertise particulière (MEP),11,75,112743
2017,Gynécologues médicaux et obstétriciens,84,42,183876
2014,Oto-rhino-laryngologistes,28,76,232813
2018,Ensemble des chirurgiens-dentistes,1,971,153156
2016,Autres médecins,44,67,181856
2021,Orthoptistes,27,21,51740
2018,Sages-femmes,24,41,45149
2014,Hépato-gastro-entérologues,76,81,205992
2017,Ophtalmologues,32,999,343025
2016,Ensemble des médecins,44,52,226705
2013,Anesthésistes-réanimateurs,27,25,300662
2017,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),11,91,163083
2013,Ensemble des auxiliaires médicaux,11,92,63663
2016,Ensemble des chirurgiens-dentistes,52,53,178921
2018,Infirmiers,76,65,80708
2020,Rhumatologues,11,92,113097
2010,Gynécologues médicaux et obstétriciens,76,82,188395
2017,Pédiatres,4,974,199331
2018,Masseurs-kinésithérapeutes,32,62,96723
2014,Ensemble des auxiliaires médicaux,27,58,81896
2021,Dermatologues,84,26,167875
2016,Rhumatologues,75,17,159227
2019,Ensemble des médecins généralistes,84,63,162970
2020,Stomatologues,27,71,184988
2018,Chirurgiens,52,72,358757
2011,Pneumologues,32,80,274804
2018,Masseurs-kinésithérapeutes,53,999,71073
2021,Rhumatologues,32,62,199961
2015,Infirmiers,75,17,84768
2021,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),44,999,160492
2020,Médecins nucléaires,84,43,0
2021,Ophtalmologues,76,11,336990
2022,Autres médecins,11,999,146062
2016,Médecins généralistes (hors médecins à expertise particulière - MEP),11,78,152846
2022,Ensemble des chirurgiens-dentistes,44,08,199886
2020,Médecins vasculaires,76,999,179551
2021,Allergologues,93,999,123802
2019,Stomatologues,84,42,275301
2016,Médecins nucléaires,84,69,870563
2022,Allergologues,27,70,0
2014,Sages-femmes,32,62,48415
2011,Médecins nucléaires,11,92,743598
2020,Ensemble des médecins spécialistes (hors généralistes),52,85,307279
2020,Médecins généralistes à expertise particulière (MEP),11,77,191187
2018,Médecins vasculaires,24,37,0
2021,Chirurgiens,76,30,265809
2013,Dermatologues,93,06,100497
2015,Ensemble des médecins,84,26,187272
2018,Néphrologues,75,87,0
2020,Oto-rhino-laryngologistes,11,94,145904
2020,Stomatologues,93,999,159959
2019,Néphrologues,76,34,259376
2010,Orthoptistes,76,82,37164
2018,Neurologues,27,21,263968
2019,Pneumologues,11,95,268106
2011,Ophtalmologues,11,91,186411
2015,Ensemble des chirurgiens-dentistes,11,78,116177
2016,Radiothérapeutes,53,22,1849518
